user_id,rec
1901,4 2 3 33 11 7 8 20 14 9 
1902,2 3 138 1 40 39 182 31 208 7 
1903,1 2 3 20 6 8 22 33 19 75 
1904,8 14 3 7 24 20 19 15 22 16 
1905,2 7 4 1 3 9 51 6 15 5 
1906,15 36 7 1 3 2 6 4 8 34 
1908,1 2 3 4 6 101 58 41 39 35 
1912,1 7 2 19 3 11 154 14 51 203 
1913,2 4 3 20 32 7 1 6 33 14 
1914,4 366 2 6 7 26 15 8 20 14 
1915,55 4 9 7 1 6 20 8 540 147 
1916,9 104 168 4 6 1 2 7 28 3 
1917,32 138 96 182 4 344 66 8 20 279 
1918,19 1 33 6 22 14 24 3 45 9 
1919,2 1 6 19 8 9 20 45 3 80 
1920,2 31 39 3 55 27 19 4 42 47 
1921,82 2 343 3 5 308 4 48 22 19 
1922,55 4 2 1 20 6 9 22 33 26 
1923,9 56 1 168 6 184 7 22 20 11 
1924,41 55 313 7 2 764 9 20 636 15 
1925,9 4 1 3 2 104 6 144 168 224 
1926,182 2 4 7 138 1 66 41 8 39 
1927,
1928,4 2 1 19 17 6 80 8 33 3 
1929,3 96 182 8 4 208 25 2 324 6 
1930,31 40 1 55 3 4 9 19 14 22 
1931,4 1020 1 10 2 7 9 29 1120 6 
1932,3 143 31 2 40 41 7 1 39 4 
1933,347 9 5 3 799 353 316 22 254 19 
1934,2 4 1 20 6 3 14 41 40 39 
1935,35 9 56 168 149 144 184 4 361 1 
1937,2 1 8 26 7 6 51 4 14 20 
1938,6 1 4 94 15 7 99 14 2 183 
1939,1 8 84 33 44 77 74 45 175 73 
1941,7 3 2 1 5 15 9 4 17 11 
1942,1 2 6 7 3 44 14 77 60 22 
1943,2 4 3 165 6 41 39 31 141 133 
1944,55 3 2 1 4 7 9 20 11 22 
1946,4 2 1 6 3 8 14 31 48 33 
1947,171 261 146 316 318 563 292 165 2 314 
1948,39 41 76 3 4 66 1 148 20 60 
1949,41 55 3 2 4 1 22 9 6 6306 
1950,2 1 14 6 9 3 28 50 20 157 
1951,8 3 16 252 4 249 1 6 299 2 
1952,4 9 41 40 58 39 31 7 23 11 
1953,4 1 2 15 7 182 8 208 6 14 
1954,95 45 220 326 2 191 465 389 621 768 
1956,36 77 3 60 1 4 7 116 2 8 
1957,4 9 17 8 27 3 7 56 24 48 
1958,4 8 6 2 1 20 25 7 177 34 
1959,2 1 6 20 19 8 66 9 22 7 
1960,17 2 27 47 3 1 42 239 37 9 
1961,2 4 3 1 6 25 9 41 7 64 
1962,133 171 254 261 2 146 318 269 316 165 
1964,6 15 209 87 38 271 1 88 202 401 
1968,1 2 4 88 7 11 14 87 37 3 
1969,2 4 35 1 6 3 12 56 45 22 
1970,4 1 34 81 7 365 15 179 131 99 
1971,958 4 34 7 72 8 94 32 9 99 
1972,21 15 7 6 29 87 36 3 85 2 
1973,11 17 47 50 27 2 145 42 1 6 
1974,41 40 39 31 58 55 3 2 23 9 
1975,1 4 8 44 38 6 14 2 3 7 
1976,2 3 34 1 8 7 4 6 15 32 
1977,31 14 41 9 55 103 65 45 157 24 
1978,4 2 33 65 3 19 14 9 103 80 
1979,4 2 6 44 7 19 25 20 22 14 
1980,11 27 47 50 42 2 6 1 145 19 
1981,35 3 56 2 1 5 144 104 39 7 
1983,2 18 7 1 3 14 1691 15 39 41 
1984,2 4 1 11 19 3 27 5 6 35 
1985,22 20 9 19 6 96 8 17 7 45 
1987,2 4 6 1 8 33 19 22 7 14 
1988,6 1 2 24 14 8 20 84 22 72 
1989,4 2 1 48 22 6 44 14 80 45 
1990,4 1 6 20 3 8 9 24 14 170 
1991,4 171 139 8 2 3 261 350 316 1 
1992,38 93 4 211 520 14 2 8 323 7 
1993,2 4 1 6 3 8 14 26 81 25 
1994,6 19 22 45 20 9 8 7 33 48 
1995,4 1 19 11 80 48 33 6 35 24 
1996,4 2 6 7 15 8 38 11 60 9 
1997,2 7 4 18 5 1 10 3 287 71 
1998,94 15 99 1 3 4 8 2 101 262 
1999,1 48 33 103 170 65 8 14 84 212 
2000,6 4 1 2 8 278 238 14 250 44 
2001,6 2 108 3 36 93 38 8 51 88 
2002,9 3 2 4 1 35 23 56 8 104 
2003,2 4 8 7 30 1 6 9 3 20 
2004,39 3 2 76 7 15 36 6 9 30 
2005,2 1 4 10 15 3 51 9 6 8 
2006,31 1 19 3 80 9 7 76 74 73 
2007,4 2 6 1 7 8 14 15 19 20 
2008,2 9 1 80 14 11 48 8 45 33 
2009,2 1 15 7 4 51 9 3 85 14 
2010,159 2 120 510 3 4 7 51 5 10 
2011,2 3 1 76 9 7 22 146 15 6 
2013,4 38 2 3 7 8 93 14 19 15 
2014,613 411 291 3 897 4 15 905 1 2542 
2015,2 1 4 15 6 7 11 8 14 3 
2016,28 47 42 2 1 145 6 9 4 19 
2017,4 2 6 1 8 3 45 7 20 35 
2018,99 3 4 1 7 8 2 31 738 40 
2019,2 4 6 1 28 3 7 14 17 50 
2020,9 56 2 1 3 144 5 11 149 7 
2021,4 2 17 19 6 11 27 50 1 8 
2022,1 2 4 6 14 8 84 11 24 17 
2024,2 4 9 7 1 35 20 14 6 8 
2025,837 624 2 82 39 41 3 5 31 10 
2026,2 3 4 7 6 1 31 41 30 33 
2027,1 2 6 22 19 20 3 7 33 44 
2028,3 76 2 9 4 1 7 43 8 22 
2029,1 3 9 4 11 348 31 27 41 21 
2030,1 4 2 6 11 14 8 28 19 50 
2031,17 11 4 2 1 6 42 19 22 8 
2032,264 6 15713 571 87 889 114 1630 113 164 
2033,2 7 6 4 3 10 1 8 11 14 
2034,6 8 1 14 22 134 66 103 19 3 
2035,2 6 4 1 7 19 11 46 8 24 
2037,2 4 3 1 31 7 41 16 74 22 
2038,2 3 1 4 6 51 15 8 81 14 
2039,28 37 1 145 2 5 6 4 9 14 
2040,4 1 2 14 7 3 44 16 25 15 
2041,99 94 2 3 7 1 4 15 8 6 
2042,4 2 1 7 6 44 20 82 3 16 
2043,1 6 2 4 14 22 20 8 7 48 
2044,2 4 31 6 3 14 1 41 8 19 
2045,2 82 7 4 3 9 1 282 10 17 
2046,2 4 8 6 3 1 7 14 44 9 
2047,10 3 4 7 2 1 32 79 62 6 
2048,2 1 4 7 6 3 15 14 36 85 
2049,35 9 8 6 14 19 20 3 104 103 
2051,2 9 7 1 6 41 5 22 4 31 
2052,4 1 7 88 131 14 3 51 8 36 
2053,5 2 7 3 1 9 11 10 28 39 
2054,41 2 55 58 3 4 1 22 9 20 
2055,4 813 202 34 51 3 99 6 7 1 
2057,139 254 318 171 314 269 165 316 1 563 
2060,20 1 2 6 8 14 80 73 103 24 
2061,2 3 1 4 8 82 20 124 451 824 
2062,4 1 7 3 8 6 19 9 22 26 
2064,
2065,2 6 22 48 3 20 19 8 33 14 
2066,15 4 7 3 88 8 2 1 51 6 
2067,2 3 1 4 347 9 7 261 139 6 
2068,8 4 1 2 20 6 61 7 44 22 
2070,4 1 6 77 7 3 66 2 8 20 
2071,45 95 2 20 3 1 19 60 48 220 
2072,4 1 14 6 24 8 177 75 19 7 
2073,11 4 2 17 14 19 42 27 37 28 
2077,1 116 2 4 146 77 3 134 22 171 
2079,82 5 282 2 89 236 10 3 308 23 
2080,133 474 254 325 318 563 165 314 269 1 
2081,4 2 3 8 1 9 19 7 6 20 
2082,
2083,4 6 1 2 8 11 7 3 88 16 
2085,87 7 81 4 1 29 88 3 6 51 
2087,50 42 37 1 145 4 9 3 6 71 
2090,7 4 15 179 6 2 1 365 3 107 
2091,4 1 2 8 33 19 15 24 7 14 
2092,4 88 8 34 1 401 6 2 202 72 
2093,
2094,9 2 555 3 6 4 35 8 41 39 
2095,1 6 2 15 38 4 36 7 8 14 
2096,19 1 17 4 11 20 3 9 27 7 
2097,2 1 4 14 7 132 20 8 11 15 
2098,7 15 298 4 3 6 1 29 14 41 
2099,4 1 7 29 87 51 3 10 131 6 
2100,2 4855 267 1 256 457 102 3 7 16542 
2102,6 19 2 1 20 14 22 80 8 7 
2103,2 77 4 60 3 66 148 1 36 6 
2104,6 4 14 1 2 88 7 3 34 8 
2105,2 1 6 20 55 14 48 80 3 24 
2106,1 2 4 14 6 47 30 28 9 27 
2108,4 2 1 34 6 3 44 99 67 7 
2109,2 1 9 33 42 343 308 17 7 20 
2110,2 4 3 1 8 262 346 31 85 41 
2111,6 1 2 4 15 3 101 7 14 84 
2113,15 101 2 3 29 1 7 6 4 8 
2114,4 1 7 20 6 41 19 35 31 40 
2115,4 1 3 35 80 22 14 7 48 8 
2116,11 42 5 9 47 28 2 22 1 33 
2117,88 2 1 8 81 34 20 14 60 813 
2118,4 1 11 27 14 22 20 8 48 28 
2119,1 7 15 2 4 3 6 154 14 36 
2120,4 6 1 45 14 19 22 8 24 48 
2121,
2122,2 22 19 4 3 41 343 55 1 40 
2123,4 6 7 1 9 20 14 8 35 15 
2125,2 1 14 8 20 3 7 9 35 15 
2126,411 8 2 291 4 1 7 3 6 20 
2128,4 6 2 8 1 285 20 7 14 1019 
2129,6 35 4 9 8 93 14 3 19 22 
2130,93 8 7 19 20 3 67 84 22 358 
2131,4 2 3 1 6 31 39 40 58 41 
2132,2 4 14 19 20 24 22 8 3 84 
2133,19 2 4 1 33 48 174 20 6 45 
2134,2 1 22 20 6 7 19 9 48 44 
2135,610 19 3280 3869 210 5591 20 84 14 2 
2136,4 156 2 1 16 102 8 7 6 197 
2137,4 1 7 6 11 9 20 25 8 17 
2138,1 2 3 4 6 19 11 26 85 9 
2139,4 2 1 6 26 8 7 14 72 15 
2140,2 4 3 1 6 31 40 39 22 8 
2141,2 1 7 4 9 15 10 8 29 11 
2142,4 1 3 6 9 19 31 24 33 22 
2144,4 3 40 39 2 55 88 8 6 15 
2146,2 347 1 3 9 292 733 7 4 984 
2147,58 55 76 3 2 4 7 9 6 35 
2148,2 4 1 6 19 28 9 8 42 35 
2149,1 2 4 8 6 70 84 24 14 669 
2151,2 7 3 5 10 1 9 40 26 4 
2152,3 7 1049 2 1116 41 76 10 31 40 
2153,624 89 236 308 282 706 5 3 2 33 
2155,4 6 2 3 8 38 15 40 41 14 
2156,7 2 742 1 6 4 121 5 10 8 
2157,4 45 1 3 8 22 6 10 80 33 
2158,4 2 8 20 44 74 19 7 33 3 
2159,11 28 50 42 2 145 1 5 6 4 
2160,133 171 314 165 269 350 261 474 1 554 
2161,2 1 5 14 35 56 19 22 277 7 
2162,414 2 1 9 4 7 3 18 30 5 
2163,6 1 4 7 154 15 108 2 18 8 
2164,40 3 1 58 186 4 5 76 347 146 
2165,160 259 2 4 7 9 3 10 11 6 
2166,129 430 467 3 7 2 639 15 764 40 
2168,4 72 34 8 51 6 1 2 202 99 
2170,2 3 9 11 5 7 31 41 39 28 
2171,4 2 20 9 103 48 8 19 14 3 
2173,1 2 6 4 3 15 7 8 51 14 
2174,32 324 344 4 66 2 10 60 7 3 
2175,2 4 7 1 3 6 9 20 19 25 
2176,3 217 94 143 34 4141 324 96 51 206 
2177,27 9 35 2 4 37 19 14 7 145 
2178,4 2 6 3 8 1 15 112 26 25 
2180,2 6 7 4 1 51 14 8 10 3 
2181,4 1 2 6 20 3 8 7 19 22 
2182,39 3 133 316 269 9 254 563 353 4 
2183,2 35 1 9 4 56 104 224 65 168 
2184,4 6 1 8 22 14 66 3 48 19 
2185,7 6 4 66 26 15 22 20 9 8 
2186,1 22 6 33 35 3 80 19 48 20 
2187,4 6 2 8 3 22 7 20 157 9 
2188,343 282 4 89 2 308 8 3 7 556 
2189,4 2 1 7 21 11 6 14 3 87 
2190,126 7 293 275 2 3 550 4 18 1 
2191,2 1 145 6 14 4 9 22 19 8 
2192,31 39 40 9 41 4 1 3 146 6 
2194,2 4 1434 31 391 1641 9 3 41 1 
2196,6 4 14 1 20 8 24 84 3 22 
2198,40 58 4 1 20 9 7 48 6 83 
2199,4 72 51 483 1 6 105 3 118 7 
2201,2 35 1 9 7 41 39 31 26 17 
2203,60 4 66 116 1 2 3 148 8 175 
2206,99 66 4 77 60 3 1 8 15 6 
2207,4 99 8 15 1 2 3 7 88 6 
2208,8 4 2 6 238 84 24 14 20 19 
2210,20 22 1 6 19 48 45 8 7 3 
2211,1 7 19 3 35 9 4 56 14 28 
2212,4 1 3 133 31 39 2 9 41 40 
2213,31 39 58 55 3 2 4 76 15 7 
2214,1 6 2 4 8 35 3 139 133 146 
2215,35 144 56 9 184 2 1 4 149 7 
2216,837 282 89 343 3 308 9 7 236 33 
2219,1 2 4 6 7 3 15 26 107 87 
2220,4 2 7 8 9 35 19 17 48 20 
2221,35 2 42 1 145 3 19 14 144 20 
2222,4 1 2 20 116 22 175 44 19 33 
2223,220 465 2 880 22 1024 191 1 20 6 
2224,262 7 88 4 1 8 3 2 15 202 
2226,55 58 76 2 4 1 9 33 20 6 
2227,34 708 3 94 1163 2 53 1840 2075 40 
2228,27 50 35 6 4 19 145 14 56 22 
2229,2 4 41 3 31 39 40 96 55 138 
2230,2 1 927 3 4 7 9 8 14 35 
2231,58 2 66 4 9 7 1 148 20 6 
2232,
2233,19 4 20 80 2 1 6 22 174 48 
2234,58 55 1 20 6 3 22 56 8 14 
2235,
2237,31 39 1 4 7 27 22 95 33 15 
2238,
2239,8 2 60 134 3 116 118 22 75 175 
2240,15 4 101 36 1 7 51 2 6 8 
2242,35 56 2 104 144 1 184 4 168 3 
2243,4 2 1 6 20 19 48 14 33 3 
2244,31 58 2 9 33 5 76 7 4 11 
2245,1 8 14 7 20 3 24 48 19 26 
2246,2 6 4 14 8 24 297 20 19 74 
2247,34 94 16 8 4 2 44 7 36 3 
2248,4 6 34 8 2 66 84 77 7 20 
2249,2 4 6 8 3 34 1 7 20 25 
2250,101 1 3 4 7 6 51 8 161 85 
2251,2 4 1 8 3 19 6 14 7 9 
2252,4 1 6 8 66 15 3 146 171 77 
2253,2 14 7 19 3 20 26 44 22 33 
2254,1 8 3 4 2 7 26 15 257 841 
2255,2 4 6 1 3 112 8 25 15 46 
2257,2 4 14 214 7 11 188 56 8 20 
2258,7 3 4 15 20 1 9 8 22 5 
2259,8 208 20 1 3 60 16 7 66 72 
2261,318 254 146 269 2 4 1 316 474 261 
2263,4 8 2 1 44 6 339 20 32 26 
2264,7 4 2 1 29 3 6 51 87 8 
2265,36 101 7 3 1 523 10 4 506 6 
2267,1 4 2 28 9 37 17 3 22 42 
2268,208 324 344 7 4 1 3 2 8 10 
2270,40 76 3 2 4 1 20 6 33 22 
2271,36 3 161 1 337 6 4 2 1990 506 
2272,751 2 3 112 68 6 1 10 15 59 
2273,4 2 1 7 160 8 26 6 9 20 
2274,15 2 36 3 1 101 4 9 40 41 
2275,1 4 35 80 3 6 20 22 17 5 
2276,55 3 2 9 4 1 20 5 33 6 
2277,11 17 27 42 1 37 6 9 22 8 
2279,104 144 35 9 56 149 2 373 240 4 
2280,7 4 3 2 1 51 15 66 8 34 
2281,4 2 1 6 8 7 33 48 14 3 
2282,2 1 4 9 14 3 6 7 927 8 
2283,4 7 376 573 1 10 11 36 17 9 
2284,313 3 376 40 32 4 430 39 467 2 
2285,4 7 2 1 19 20 407 8 14 6 
2286,1 6 8 44 20 25 14 24 19 22 
2287,5 2 3 7 1 308 41 39 17 31 
2288,7 161 6 1 4 3 8 2 403 506 
2289,6 1 2 4 7 14 434 19 60 8 
2290,31 58 40 55 2 3 4 1 76 9 
2292,4 2 33 22 1 80 8 3 65 14 
2293,4 1 66 2 77 6 8 14 20 116 
2294,3 7 9 20 4 1 5 30 35 10 
2295,4 1 2 11 6 27 15 7 17 3 
2296,4 2 3 20 48 19 6 8 9 80 
2298,4 7 101 1 202 2 8 94 3 87 
2299,179 4 596 72 813 6 8 88 2 255 
2300,1 17 4 139 22 3 40 19 254 14 
2301,
2302,3 7 4 2 5 1 10 6 82 19 
2303,2 1 4 8 177 6 20 67 14 53 
2304,32 344 2 4 3 7 1 22 8 20 
2305,7 4 6 51 2 3 1 25 8 87 
2306,2 6 35 11 4 17 19 22 80 27 
2307,4 1 6 3 16 25 14 7 20 67 
2309,4 2 1 6 8 7 20 3 181 44 
2311,41 40 58 55 3 2 4 7 6 1 
2312,41 39 58 3 1 2 76 7 20 6 
2313,2 41 1 3 39 31 4 55 58 101 
2314,2 34 4 6 3 8 94 66 99 15 
2315,2 11 3 4 27 7 47 19 9 8 
2316,48 22 39 1 41 3 6 58 7 8 
2317,23 71 2 9 17 13 1 3 27 42 
2318,4 6 2 1 20 3 33 8 22 60 
2319,627 681 34 2 15 955 1 94 3 99 
2320,2 1 45 22 20 8 26 14 24 19 
2321,2 6 1 4 7 3 14 9 20 41 
2322,28 47 40 2 42 1 39 50 9 58 
2323,4 1 179 2 8 14 20 88 72 3 
2324,2 59 7 1 3 4 6 259 9 18 
2326,31 3 2 4 7 22 9 1 48 6 
2327,36 161 3 1 4 354 2 7 337 58 
2328,8 1 4 2 6 72 44 7 84 25 
2329,8 6 77 3 20 88 116 7 15 72 
2330,4 2 7 1 3 14 15 6 25 26 
2331,2 8 4 1 6 12 5 16 19 3 
2333,1 38 7 6 15 2 211 36 3 214 
2335,208 7 8 1 3 2 6 72 66 60 
2337,4 22 65 20 2 73 19 1 6 141 
2339,4 1 14 16 20 8 30 22 24 41 
2340,34 1 99 3 6 15 66 8 60 88 
2342,11 4 19 3 28 5 210 7 771 6 
2343,4 1 2 6 7 3 8 41 22 20 
2344,2 9 56 41 31 3 6 7 58 55 
2345,1 2 7 4 31 41 39 11 40 58 
2346,2 5 9 37 1 4 3 35 22 6 
2347,4 1 2 14 7 20 15 16 11 9 
2348,4 1 20 6 77 2 3 116 31 44 
2349,809 2 4 1 6 8 3 9 66 60 
2350,2 4 7 14 3 84 31 41 8 40 
2351,55 58 2 3 4 1 76 33 9 6 
2352,99 34 88 3 7 202 94 4 1 183 
2353,59 1 6574 6525 6052 165 5213 7487 259 39 
2354,8 2 4 6 67 1 20 14 44 250 
2355,17 1 47 37 42 50 3 111 4 5 
2357,11 17 37 27 5 2 42 1 50 111 
2358,4 2 1 141 22 48 20 14 65 19 
2359,4 2 6 1 7 14 87 26 88 51 
2360,95 389 4 326 2 6 465 9 22 8 
2361,1 36 8 7 2 34 31 101 40 14 
2362,1446 1411 1618 3 8 66 1 4 1767 32 
2363,4 2 1 3 20 44 33 48 9 16 
2364,2 6 8 14 20 19 238 84 44 80 
2365,4 6 2 7 20 8 14 1 179 72 
2366,2 7 1 8 3 6 9 33 19 48 
2367,3 9 5 1 39 7 71 41 58 11 
2368,34 3 94 1 4 1041 907 708 31 40 
2370,7 72 8 2 1 34 3 60 6 20 
2371,4 51 1 2 107 3 7 26 179 25 
2372,11 17 2 47 27 1 50 9 42 6 
2373,31 40 58 39 55 15 262 7 4 1 
2374,1 4 9 35 56 3 6 31 39 41 
2375,13 98 2 1 4 198 9 8 3 64 
2377,2 14 45 22 8 20 19 26 80 35 
2378,39 55 3 2 4 7 20 5 6 1 
2379,66 7 2 15 72 77 20 99 9 33 
2380,138 208 4 3 2 15 53 36 859 34 
2382,36 7 101 4 6 87 85 25 3 221 
2383,10 6 2 1 3 4 25 7 15 19 
2384,4 2 6 177 16 24 14 250 66 84 
2386,5 1 2 9 4 13 3 17 39 31 
2388,4 7 3 8 6 20 85 22 9 80 
2390,2 3 1 15 7 261 6 41 31 36 
2391,2 4 7 3 19 8 30 6 41 18 
2392,8 4 1 6 16 2 3 34 66 7 
2393,4 2 1 3 8 7 6 14 24 72 
2394,4 2 1 19 22 33 14 80 24 3 
2396,4 2 22 20 33 45 80 48 95 6 
2397,2 8 3 1 4 7 33 24 132 84 
2398,7 2 4 1 3 6 8 11 14 359 
2399,7 2 3 4 10 8 1 15 51 125 
2400,31 58 3 2 13 64 9 5 4 7 
2401,4 6 1 26 8 7 2 72 88 36 
2402,4 1 2 14 84 7 15 20 8 48 
2404,2 1 19 6 22 48 3 33 65 8 
2405,208 324 3 2 7 66 13 20 1 10 
2406,23 9 56 13 35 2 3 1 149 71 
2408,4 2 48 1 20 170 33 6 103 65 
2409,101 94 99 1 3 8 4 2 7 6 
2411,2 4 22 6 8 1 20 7 31 14 
2412,2 22 6 48 60 24 77 19 8 3 
2413,4 6 1 2 44 20 16 3 7 177 
2414,2 3 9 8 1 205 7 347 5 4 
2415,2 7 66 60 44 116 51 6 32 72 
2416,41 76 2 4 1 9 60 20 6 7 
2418,4 8 2 1 7 6 9 20 19 39 
2419,2 1 6 9 14 8 3 22 20 35 
2420,7 1 85 3 14 154 15 4 6 2 
2421,133 171 254 139 146 4 165 1 8 2 
2422,4 220 2 389 326 8 19 20 22 465 
2423,87 7 88 4 51 15 1 6 81 2 
2424,11 28 2 50 5 3 37 4 19 10 
2425,
2426,4 2 1 6 3 7 20 9 88 81 
2427,2 47 27 42 4 19 6 3 22 37 
2428,99 88 3 179 51 1 81 72 6 8 
2429,4 2 6 44 3 19 9 20 7 14 
2430,2 1 8 20 157 6 22 48 33 9 
2431,2 8 4 16 6 1 120 15 19 14 
2432,6 2 4 7 3 14 8 19 20 33 
2433,5 1 4 3 9 39 7 31 40 17 
2434,3 2 8 4 1 10 6 15 31 40 
2435,
2437,2 9 3 261 146 1 325 347 350 35 
2438,2 80 22 48 33 84 24 65 45 103 
2441,6 1 2 77 22 20 66 103 14 8 
2442,2 39 41 3 9 4 40 31 58 82 
2443,2 1 6 20 9 31 11 14 39 45 
2444,35 2 1 144 4 168 104 149 224 3 
2445,2 3 1 6 19 7 147 34 4 907 
2446,51 7 2 1 4 8 6 105 81 37 
2447,1 4 2 7 93 211 262 15 6 8 
2449,4 262 8 2 16 44 1 3 7 15 
2450,2 10 9 4 7 26 3 5 8 1 
2451,175 32 4 309 3 138 2 437 20 8 
2453,3 2 20 1 77 116 138 60 22 134 
2454,2 19 20 6 8 22 33 3 7 80 
2455,2 11 1 3 4 9 17 42 6 15 
2456,175 1 148 8 6 2 134 74 33 14 
2457,155 2 7 10 18 14 8 15 1 54 
2459,6 4 108 106 2 1 8 84 183 90 
2460,4 6 2 67 8 14 20 3 24 7 
2461,4 22 139 60 20 48 9 31 6 33 
2462,6 1 4 2 15 8 7 14 3 36 
2463,4 1 6 7 2 14 88 106 72 44 
2464,28 47 42 4 210 6 8 760 5 564 
2465,39 3 76 540 32 4 94 66 585 1 
2466,6 4 2 7 1 9 26 14 20 8 
2467,2 17 47 4 1 6 50 19 9 7 
2468,3 1 4 11 10 6 9 14 30 5 
2469,40 39 1 58 3 20 48 22 9 6 
2470,
2472,511 375 19 857 1 2 750 17 4 9 
2473,19 210 124 1 2 4 451 480 771 20 
2474,2 4 33 20 19 35 6 11 17 31 
2475,6 4 1 2 14 20 60 72 66 44 
2477,4 1 8 2 3 6 9 19 34 20 
2479,365 7 15 87 6 81 4 88 3 51 
2480,1 3 4 28 22 37 33 19 48 47 
2481,4 1 6 15 2 7 108 8 88 183 
2482,1 4 7 5 3 35 25 31 58 39 
2483,2 11 1 3 28 80 4 17 9 22 
2484,2 6 4 8 1 9 14 20 56 168 
2485,1 2 4 6 3 8 211 7 94 85 
2486,6 14 7 1 2 4 8 3 241 44 
2487,80 20 33 22 48 3 9 157 45 11 
2488,2 1 7 4 6 81 8 88 131 26 
2489,1 4 8 6 2 238 135 7 14 15 
2490,4 44 25 52 2 1 3 6 138 7 
2491,101 1 7 4 354 3 6 8 2 506 
2493,3 7 351 2 4 5 1 9 89 31 
2494,2 4 6 1 3 8 19 30 11 26 
2495,82 343 547 236 308 89 706 2 936 5 
2496,32 138 182 208 3 344 324 4 6 1 
2497,60 2 77 8 116 19 3 20 14 9 
2498,7 2 5 3 13 9 21 15 43 1 
2499,2 14 8 3 20 48 33 19 80 56 
2501,1 6 24 65 3 77 14 141 66 157 
2502,1 6 254 4 171 269 318 146 93 2 
2503,34 4 3 738 1 262 392 6 8 72 
2504,4 8 2 1 32 339 67 44 483 25 
2505,1 2 22 20 14 8 17 3 28 33 
2506,879 123 1 16 15 31 133 66 55 98 
2507,4 6 38 2 93 211 8 14 203 3 
2509,34 1 4 7 94 179 87 202 6 15 
2510,2 1 4 6 9 15 7 44 39 19 
2511,66 60 4 116 77 304 148 437 497 3 
2513,4 1 20 22 6 19 104 8 96 66 
2514,11 28 47 2 451 5 124 4 50 19 
2515,3 34 715 99 94 4 6 738 2 1 
2516,1 4 2 7 8 20 41 31 13 40 
2517,6 2 4 1 7 88 14 106 21 25 
2518,58 3 2 7 4 9 242 11 1 430 
2520,994 415 139 557 329 1 2 1190 4 1313 
2521,4 2 1 20 8 141 22 48 3 7 
2522,4 51 2 813 1 8 34 3 6 32 
2523,1 4 3 5 9 2 79 6 97 53 
2524,3 6 4 8 1 2 34 72 7 99 
2525,4 22 14 33 84 48 19 46 73 103 
2526,2 1 20 25 48 80 33 3 14 45 
2527,712 4 10 1227 32 1 6 2240 88 72 
2528,28 17 11 47 27 2 42 1 37 4 
2529,139 171 314 146 269 165 316 474 1 1089 
2531,4 1 3 2 9 66 51 8 22 14 
2532,2 6 31 8 41 20 22 55 33 9 
2534,2 4 34 202 6 8 179 1 99 7 
2535,4 7 51 202 2 6 88 15 8 3 
2536,31 41 4 55 1 2 7 8 76 9 
2537,1 7 4 2 14 3 15 106 108 88 
2538,2 1 4 6 9 8 20 14 56 45 
2539,2 4 8 14 15 22 38 9 45 85 
2540,2 6 3 8 19 80 77 14 33 9 
2541,6 7 2 8 20 101 31 22 41 26 
2542,4 2 6 1 7 8 3 14 20 87 
2543,4 22 2 20 8 48 1 74 33 3 
2544,17 11 27 47 1 37 50 5 3 111 
2545,764 636 7 3 119 2 4 15 40 34 
2546,15415 216 4616 102 56 1522 8 44 1589 237 
2548,19 1 6 22 14 80 7 11 8 3 
2549,1 4 7 3 6 8 11 14 44 17 
2550,2 1 20 8 19 22 14 48 33 80 
2551,22 27 1 2 8 28 6 19 42 80 
2552,
2553,708 907 34 1041 2 1163 1722 53 40 689 
2554,2 1 3 6 4 15 14 9 46 41 
2555,8 1 4 278 238 6 135 2 44 177 
2556,51 7 4 1 6 36 87 3 401 108 
2557,15 7 2 1 36 6 30 4 20 14 
2558,4 2 14 6 17 7 11 174 3 42 
2559,31 3 76 2 7 129 4 242 1 66 
2561,94 7 3 8 15 1 2 6 53 51 
2562,318 314 4 1 269 316 66 2 83 60 
2563,34 4 3 7 2 1 51 15 81 88 
2564,4 51 2 15 1 6 88 81 36 8 
2565,4 1 2 44 5 6 75 19 9 3 
2566,2 1 6 8 3 48 33 65 19 9 
2568,15 4 2 3 8 1 6 11 9 20 
2569,31 41 2 3 7 4 23 9 33 1 
2571,7 4 2 1 6 8 19 20 407 14 
2572,39 76 7 1 4 20 22 33 35 6 
2573,20 1 2 6 9 7 8 24 60 3 
2574,90 1 6 7 872 15 4 127 263 14 
2575,
2576,4 344 2 20 6 1 228 3 44 66 
2578,4 2 14 8 26 22 9 80 7 3 
2579,1 2 4 6 9 7 14 8 132 24 
2580,1 4 2 3 15 7 29 6 8 38 
2581,347 261 139 2 292 171 388 325 316 133 
2582,2 1 4 6 8 3 15 14 9 10 
2583,4 2 20 6 1 19 44 22 16 14 
2584,1 4 3 2 8 34 7 39 31 41 
2585,4 6 8 48 22 3 33 7 45 157 
2586,6 2 112 4 8 3 68 14 1 26 
2587,3 2 6 30 4 9 17 19 41 31 
2588,4 8 1 138 208 182 7 2 25 20 
2589,1 6 4 2 512 8 132 1464 34 15 
2590,4 2 6 14 31 1 8 58 19 40 
2591,6 15 3 2 7 44 60 14 20 24 
2592,94 4 1 2 3 14 15 7 8 84 
2593,1 28 4 37 17 2 50 7 47 14 
2594,4 1 2 14 84 8 88 108 70 20 
2595,4 11 22 17 2 27 6 9 19 42 
2596,4 3 2 1 20 9 19 26 41 10 
2597,3 196 4 2 7 6 32 133 97 146 
2598,4 77 1 2 20 8 80 3 74 65 
